network_index,network_name,title,description,networkDomain,subDomain,sourceUrl,number_nodes,number_edges
253.0,Norwegian_Board_of_Directors_net1mode_2011-08-01,"Norwegian Boards of Directors (2002-2011, projection)","112 networks of the affiliations among board directors due to sitting on common boards of Norwegian public limited companies (as of 5 August 2009), from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these one-mode projection network filenames begin with \""net1m.\""",Social,Affiliation,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,854.0,2745.0
254.0,Norwegian_Board_of_Directors_net2mode_2002-05-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,179.0,184.0
255.0,Norwegian_Board_of_Directors_net2mode_2002-06-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,166.0,171.0
256.0,Norwegian_Board_of_Directors_net2mode_2002-07-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,158.0,163.0
257.0,Norwegian_Board_of_Directors_net2mode_2002-08-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,164.0,167.0
258.0,Norwegian_Board_of_Directors_net2mode_2002-09-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,369.0,375.0
259.0,Norwegian_Board_of_Directors_net2mode_2002-10-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,388.0,394.0
260.0,Norwegian_Board_of_Directors_net2mode_2002-11-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,393.0,399.0
261.0,Norwegian_Board_of_Directors_net2mode_2002-12-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,407.0,412.0
262.0,Norwegian_Board_of_Directors_net2mode_2003-01-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,399.0,404.0
263.0,Norwegian_Board_of_Directors_net2mode_2003-02-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,402.0,404.0
264.0,Norwegian_Board_of_Directors_net2mode_2003-03-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,401.0,403.0
265.0,Norwegian_Board_of_Directors_net2mode_2003-04-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,404.0,407.0
266.0,Norwegian_Board_of_Directors_net2mode_2003-05-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,402.0,405.0
267.0,Norwegian_Board_of_Directors_net2mode_2003-06-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,397.0,402.0
268.0,Norwegian_Board_of_Directors_net2mode_2003-07-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,425.0,434.0
269.0,Norwegian_Board_of_Directors_net2mode_2003-08-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,447.0,456.0
270.0,Norwegian_Board_of_Directors_net2mode_2003-09-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,465.0,481.0
271.0,Norwegian_Board_of_Directors_net2mode_2003-10-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,470.0,486.0
272.0,Norwegian_Board_of_Directors_net2mode_2003-11-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,480.0,496.0
273.0,Norwegian_Board_of_Directors_net2mode_2003-12-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,463.0,479.0
274.0,Norwegian_Board_of_Directors_net2mode_2004-01-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,446.0,466.0
275.0,Norwegian_Board_of_Directors_net2mode_2004-02-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,457.0,476.0
276.0,Norwegian_Board_of_Directors_net2mode_2004-03-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,470.0,489.0
277.0,Norwegian_Board_of_Directors_net2mode_2004-04-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,529.0,551.0
278.0,Norwegian_Board_of_Directors_net2mode_2004-05-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,541.0,564.0
279.0,Norwegian_Board_of_Directors_net2mode_2004-06-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,507.0,530.0
280.0,Norwegian_Board_of_Directors_net2mode_2004-07-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,536.0,558.0
281.0,Norwegian_Board_of_Directors_net2mode_2004-08-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,541.0,565.0
282.0,Norwegian_Board_of_Directors_net2mode_2004-09-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,522.0,545.0
283.0,Norwegian_Board_of_Directors_net2mode_2004-10-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,542.0,567.0
284.0,Norwegian_Board_of_Directors_net2mode_2004-11-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,554.0,579.0
285.0,Norwegian_Board_of_Directors_net2mode_2004-12-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,531.0,559.0
286.0,Norwegian_Board_of_Directors_net2mode_2005-01-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,558.0,589.0
287.0,Norwegian_Board_of_Directors_net2mode_2005-02-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,549.0,582.0
288.0,Norwegian_Board_of_Directors_net2mode_2005-03-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,549.0,579.0
289.0,Norwegian_Board_of_Directors_net2mode_2005-04-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,548.0,578.0
290.0,Norwegian_Board_of_Directors_net2mode_2005-05-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,568.0,594.0
291.0,Norwegian_Board_of_Directors_net2mode_2005-06-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,576.0,596.0
292.0,Norwegian_Board_of_Directors_net2mode_2005-07-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,564.0,592.0
293.0,Norwegian_Board_of_Directors_net2mode_2005-09-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,479.0,512.0
294.0,Norwegian_Board_of_Directors_net2mode_2005-10-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,492.0,531.0
295.0,Norwegian_Board_of_Directors_net2mode_2005-11-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,491.0,530.0
296.0,Norwegian_Board_of_Directors_net2mode_2005-12-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,496.0,536.0
297.0,Norwegian_Board_of_Directors_net2mode_2006-01-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,580.0,623.0
298.0,Norwegian_Board_of_Directors_net2mode_2006-02-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,603.0,649.0
299.0,Norwegian_Board_of_Directors_net2mode_2006-03-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,604.0,649.0
300.0,Norwegian_Board_of_Directors_net2mode_2006-04-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,596.0,642.0
301.0,Norwegian_Board_of_Directors_net2mode_2006-05-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,610.0,658.0
302.0,Norwegian_Board_of_Directors_net2mode_2006-06-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,643.0,690.0
303.0,Norwegian_Board_of_Directors_net2mode_2006-07-01,"Norwegian Boards of Directors (2002-2011, bipartite)","112 bipartite networks of affiliations among Norwegian public limited companies (as of 5 August 2009) and the directors that sat on their boards from May 2002 onward, in monthly snapshots through August 2011. Some metadata is included, such as director and company names, city and postal code for companies, and gender for directors. Each of these bipartite network filenames begin with \""net2m.\""",Economic,Governance,http://toreopsahl.com/2010/09/30/article-for-the-few-not-the-many-the-effects-of-affirmative-action-on-presence-prominence-and-social-capital-of-women-directors-in-norway/,671.0,719.0
